交易日期,指数名称,收盘点位
2018-07-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3454.20
2018-07-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3459.59
2018-07-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3440.99
2018-07-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3420.80
2018-07-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3448.47
2018-07-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3445.05
2018-07-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3516.77
2018-07-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3542.75
2018-07-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3562.74
2018-07-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3546.67
2018-07-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3543.51
2018-07-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3531.00
2018-07-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3543.76
2018-07-31,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3546.21
2018-08-01,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3493.32
2018-08-02,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3427.61
2018-08-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3423.05
2018-08-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3387.18
2018-08-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3474.95
2018-08-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3456.30
2018-08-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3495.86
2018-08-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3493.80
2018-08-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3474.88
2018-08-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3467.00
2018-08-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3416.12
2018-08-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3392.90
2018-08-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3352.02
2018-08-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3381.42
2018-08-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3408.65
2018-08-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3396.85
2018-08-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3398.88
2018-08-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3412.68
2018-08-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3458.38
2018-08-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3457.75
2018-08-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3434.88
2018-08-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3418.62
2018-08-31,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3416.53
2018-09-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3413.67
2018-09-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3446.26
2018-09-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3406.00
2018-09-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3387.25
2018-09-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3392.69
2018-09-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3376.60
2018-09-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3362.96
2018-09-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3369.63
2018-09-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3406.94
2018-09-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3410.92
2018-09-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3380.09
2018-09-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3436.06
2018-09-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3460.09
2018-09-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3462.53
2018-09-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3531.75
2018-09-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3511.78
2018-09-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3524.43
2018-09-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3519.53
2018-09-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3546.62
2018-10-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3458.01
2018-10-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3452.43
2018-10-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3466.92
2018-10-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3300.18
2018-10-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3319.03
2018-10-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3278.60
2018-10-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3252.31
2018-10-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3284.42
2018-10-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3215.88
2018-10-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3286.00
2018-10-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3404.76
2018-10-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3348.01
2018-10-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3375.05
2018-10-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3402.47
2018-10-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3400.38
2018-10-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3359.74
2018-10-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3399.67
2018-10-31,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3419.89
2018-11-01,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3421.90
2018-11-02,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3482.31
2018-11-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3466.67
2018-11-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3462.21
2018-11-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3443.78
2018-11-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3438.43
2018-11-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3395.29
2018-11-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3449.01
2018-11-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3485.10
2018-11-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3457.83
2018-11-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3495.40
2018-11-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3519.43
2018-11-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3560.04
2018-11-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3477.90
2018-11-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3483.68
2018-11-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3475.13
2018-11-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3396.59
2018-11-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3403.66
2018-11-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3392.10
2018-11-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3440.62
2018-11-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3396.39
2018-11-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3429.86
2018-12-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3513.95
2018-12-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3519.89
2018-12-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3502.99
2018-12-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3448.56
2018-12-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3475.59
2018-12-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3448.76
2018-12-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3456.78
2018-12-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3470.57
2018-12-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3510.73
2018-12-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3463.81
2018-12-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3483.20
2018-12-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3471.54
2018-12-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3447.46
2018-12-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3436.75
2018-12-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3425.20
2018-12-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3447.54
2018-12-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3420.04
2018-12-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3433.02
2018-12-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3417.34
2018-12-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3435.18
2019-01-02,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3389.64
2019-01-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3391.85
2019-01-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3455.34
2019-01-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3485.19
2019-01-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3485.79
2019-01-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3494.72
2019-01-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3476.58
2019-01-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3491.56
2019-01-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3474.05
2019-01-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3503.22
2019-01-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3501.47
2019-01-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3488.48
2019-01-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3529.04
2019-01-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3538.20
2019-01-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3505.75
2019-01-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3521.24
2019-01-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3536.47
2019-01-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3546.46
2019-01-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3545.66
2019-01-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3556.83
2019-01-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3534.67
2019-01-31,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3554.78
2019-02-01,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3582.64
2019-02-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3614.73
2019-02-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3642.05
2019-02-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3708.03
2019-02-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3691.01
2019-02-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3633.78
2019-02-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3711.20
2019-02-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3704.84
2019-02-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3715.72
2019-02-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3710.65
2019-02-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3764.41
2019-02-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3941.82
2019-02-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3903.02
2019-02-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3892.92
2019-02-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3879.36
2019-03-01,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3942.56
2019-03-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3978.16
2019-03-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3999.50
2019-03-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4054.40
2019-03-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4044.96
2019-03-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3863.02
2019-03-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3930.48
2019-03-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3964.07
2019-03-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3901.27
2019-03-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3860.09
2019-03-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3901.27
2019-03-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3981.75
2019-03-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3976.73
2019-03-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3970.88
2019-03-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3977.42
2019-03-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4006.12
2019-03-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3952.04
2019-03-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3874.42
2019-03-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3896.94
2019-03-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3851.50
2019-03-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3950.35
2019-04-01,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4040.63
2019-04-02,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4039.07
2019-04-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4120.61
2019-04-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4189.33
2019-04-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4200.58
2019-04-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4184.47
2019-04-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4203.56
2019-04-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4159.00
2019-04-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4172.46
2019-04-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4147.56
2019-04-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4221.41
2019-04-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4258.50
2019-04-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4207.53
2019-04-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4222.54
2019-04-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4146.21
2019-04-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4135.70
2019-04-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4137.38
2019-04-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4057.39
2019-04-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3997.58
2019-04-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3999.78
2019-04-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4031.55
2019-05-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3853.99
2019-05-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3871.11
2019-05-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3823.91
2019-05-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3776.39
2019-05-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3875.20
2019-05-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3834.27
2019-05-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3821.21
2019-05-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3872.78
2019-05-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3892.32
2019-05-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3818.85
2019-05-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3783.33
2019-05-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3828.71
2019-05-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3816.02
2019-05-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3768.82
2019-05-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3784.14
2019-05-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3817.49
2019-05-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3850.62
2019-05-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3830.99
2019-05-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3840.29
2019-05-31,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3849.31
2019-06-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3850.74
2019-06-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3838.61
2019-06-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3828.18
2019-06-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3805.19
2019-06-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3834.86
2019-06-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3916.62
2019-06-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3891.55
2019-06-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3881.15
2019-06-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3846.60
2019-06-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3853.16
2019-06-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3861.89
2019-06-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3890.55
2019-06-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3953.04
2019-06-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3959.46
2019-06-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3961.43
2019-06-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3921.41
2019-06-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3917.91
2019-06-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3936.28
2019-06-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3926.00
2019-07-01,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3985.47
2019-07-02,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3996.83
2019-07-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3996.65
2019-07-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3992.11
2019-07-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3995.34
2019-07-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3921.07
2019-07-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3920.68
2019-07-10,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3899.49
2019-07-11,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3897.42
2019-07-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3912.38
2019-07-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3944.73
2019-07-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3948.02
2019-07-17,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3946.45
2019-07-18,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3918.37
2019-07-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3952.39
2019-07-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3920.54
2019-07-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3954.81
2019-07-24,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3978.07
2019-07-25,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3997.82
2019-07-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4010.57
2019-07-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4014.87
2019-07-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4032.20
2019-07-31,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,4009.27
2019-08-01,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3985.33
2019-08-02,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3931.21
2019-08-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3859.32
2019-08-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3809.88
2019-08-07,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3806.88
2019-08-08,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3842.10
2019-08-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3820.16
2019-08-12,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3850.08
2019-08-13,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3826.05
2019-08-14,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3836.59
2019-08-15,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3836.34
2019-08-16,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3836.76
2019-08-19,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3895.63
2019-08-20,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3883.67
2019-08-21,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3876.45
2019-08-22,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3872.10
2019-08-23,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3879.70
2019-08-26,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3845.81
2019-08-27,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3885.09
2019-08-28,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3887.83
2019-08-29,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3871.08
2019-08-30,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3861.66
2019-09-02,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3891.51
2019-09-03,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3889.49
2019-09-04,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3924.95
2019-09-05,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3945.37
2019-09-06,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3969.75
2019-09-09,S&P China A-Share LargeCap Low Volatility High Dividend 50 Index (CNY) TR,3985.50
