交易日期,指数名称,收盘点位
2018-12-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11962.22
2018-12-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12040.75
2018-12-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12077.65
2018-12-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12243.73
2018-12-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12090.32
2018-12-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12175.71
2018-12-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12101.86
2018-12-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12048.98
2018-12-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12023.89
2018-12-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11937.96
2018-12-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11985.67
2018-12-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11851.77
2018-12-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11878.78
2018-12-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11804.01
2018-12-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11837.73
2019-01-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11656.24
2019-01-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11640.67
2019-01-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11853.54
2019-01-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),11993.76
2019-01-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12007.08
2019-01-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12067.48
2019-01-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12030.47
2019-01-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12092.78
2019-01-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12095.51
2019-01-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12162.35
2019-01-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12163.76
2019-01-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12165.09
2019-01-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12298.04
2019-01-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12309.89
2019-01-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12185.66
2019-01-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12211.53
2019-01-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12217.23
2019-01-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12234.24
2019-01-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12193.12
2019-01-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12196.69
2019-01-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12130.14
2019-01-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12084.79
2019-02-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12302.48
2019-02-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12487.14
2019-02-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12620.34
2019-02-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12798.24
2019-02-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12839.94
2019-02-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12698.77
2019-02-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13048.83
2019-02-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13081.46
2019-02-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13108.76
2019-02-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13009.28
2019-02-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13208.01
2019-02-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13827.01
2019-02-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13919.01
2019-02-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13923.94
2019-02-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13949.91
2019-03-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14054.87
2019-03-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14235.24
2019-03-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14430.58
2019-03-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14756.35
2019-03-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14808.02
2019-03-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14013.23
2019-03-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14382.46
2019-03-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14560.78
2019-03-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14498.22
2019-03-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14347.40
2019-03-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14546.07
2019-03-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14940.89
2019-03-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14939.80
2019-03-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14989.33
2019-03-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15036.39
2019-03-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15009.29
2019-03-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14858.21
2019-03-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14630.53
2019-03-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14834.77
2019-03-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14584.90
2019-03-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14996.63
2019-04-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15506.93
2019-04-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15603.23
2019-04-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15857.50
2019-04-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16063.40
2019-04-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16356.74
2019-04-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16345.12
2019-04-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16301.72
2019-04-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16008.98
2019-04-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15889.84
2019-04-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15750.48
2019-04-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16051.10
2019-04-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16132.23
2019-04-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16021.84
2019-04-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),16134.01
2019-04-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15743.21
2019-04-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15538.07
2019-04-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15714.64
2019-04-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),15158.60
2019-04-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14892.82
2019-04-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14639.65
2019-04-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14711.09
2019-05-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13815.69
2019-05-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14013.83
2019-05-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13845.23
2019-05-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13651.07
2019-05-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14024.91
2019-05-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13888.50
2019-05-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13782.32
2019-05-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14098.31
2019-05-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14216.04
2019-05-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13782.65
2019-05-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13634.73
2019-05-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13837.44
2019-05-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13720.50
2019-05-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13505.78
2019-05-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13534.17
2019-05-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13744.39
2019-05-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13809.01
2019-05-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13776.70
2019-05-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13720.92
2019-05-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13661.52
2019-06-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13488.03
2019-06-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13355.80
2019-06-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13377.25
2019-06-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13244.30
2019-06-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13322.36
2019-06-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13703.46
2019-06-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13601.83
2019-06-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13655.56
2019-06-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13460.80
2019-06-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13473.24
2019-06-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13436.52
2019-06-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13558.11
2019-06-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13795.72
2019-06-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13898.58
2019-06-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13973.76
2019-06-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13859.96
2019-06-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13848.65
2019-06-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13889.64
2019-06-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13778.44
2019-07-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14084.49
2019-07-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14067.77
2019-07-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14013.14
2019-07-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14005.53
2019-07-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14024.13
2019-07-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13656.63
2019-07-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13657.83
2019-07-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13525.37
2019-07-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13495.93
2019-07-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13590.75
2019-07-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13656.41
2019-07-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13691.33
2019-07-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13692.32
2019-07-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13494.24
2019-07-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13582.80
2019-07-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13378.61
2019-07-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13419.98
2019-07-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13529.86
2019-07-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13537.15
2019-07-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13534.73
2019-07-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13487.35
2019-07-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13572.56
2019-07-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13456.14
2019-08-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13393.43
2019-08-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13202.10
2019-08-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12961.42
2019-08-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12635.41
2019-08-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12632.54
2019-08-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12709.93
2019-08-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12597.34
2019-08-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12737.53
2019-08-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12639.80
2019-08-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12708.46
2019-08-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12755.99
2019-08-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12773.64
2019-08-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13080.92
2019-08-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13083.31
2019-08-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13070.12
2019-08-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13088.44
2019-08-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13074.91
2019-08-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12960.41
2019-08-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13151.91
2019-08-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13166.95
2019-08-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13146.60
2019-08-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13049.58
2019-09-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13262.84
2019-09-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13300.80
2019-09-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13433.29
2019-09-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13499.57
2019-09-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13554.80
2019-09-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13706.53
2019-09-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13740.95
2019-09-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13715.92
2019-09-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13816.72
2019-09-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13826.93
2019-09-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13550.46
2019-09-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13580.54
2019-09-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13651.33
2019-09-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13648.48
2019-09-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13482.73
2019-09-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13523.80
2019-09-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13359.57
2019-09-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13250.41
2019-09-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13277.37
2019-09-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13224.81
2019-10-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13323.55
2019-10-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13428.05
2019-10-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13479.25
2019-10-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13536.59
2019-10-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13679.07
2019-10-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13580.97
2019-10-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13542.38
2019-10-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13501.24
2019-10-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13375.20
2019-10-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13350.44
2019-10-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13431.63
2019-10-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13371.94
2019-10-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13364.16
2019-10-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13427.67
2019-10-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13541.94
2019-10-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13426.65
2019-10-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13370.74
2019-10-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13284.76
2019-11-01,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13385.62
2019-11-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13413.99
2019-11-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13481.34
2019-11-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13418.47
2019-11-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13464.15
2019-11-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13434.43
2019-11-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13166.51
2019-11-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13193.64
2019-11-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13136.56
2019-11-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13168.70
2019-11-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13065.14
2019-11-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13206.83
2019-11-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13398.47
2019-11-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13320.07
2019-11-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13338.92
2019-11-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13304.47
2019-11-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13519.12
2019-11-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13423.48
2019-11-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13407.76
2019-11-28,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13329.10
2019-11-29,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13310.20
2019-12-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13352.05
2019-12-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13402.49
2019-12-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13339.18
2019-12-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13436.69
2019-12-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13490.42
2019-12-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13630.02
2019-12-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13615.83
2019-12-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13665.85
2019-12-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13676.02
2019-12-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13880.79
2019-12-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14017.73
2019-12-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14131.93
2019-12-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14115.28
2019-12-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14159.09
2019-12-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14095.15
2019-12-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13899.30
2019-12-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13992.52
2019-12-25,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13977.43
2019-12-26,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14112.12
2019-12-27,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14062.74
2019-12-30,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14293.51
2019-12-31,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14385.86
2020-01-02,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14574.62
2020-01-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14568.08
2020-01-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14577.08
2020-01-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14814.13
2020-01-08,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14661.25
2020-01-09,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14845.11
2020-01-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14777.50
2020-01-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14886.19
2020-01-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14913.22
2020-01-15,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14856.52
2020-01-16,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14780.29
2020-01-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14744.73
2020-01-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14795.97
2020-01-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14537.06
2020-01-22,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14546.41
2020-01-23,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14112.35
2020-02-03,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),12874.94
2020-02-04,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13109.59
2020-02-05,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13312.28
2020-02-06,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13530.37
2020-02-07,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13592.98
2020-02-10,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13820.03
2020-02-11,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13824.91
2020-02-12,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13895.42
2020-02-13,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13796.80
2020-02-14,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),13886.83
2020-02-17,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14172.41
2020-02-18,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14163.86
2020-02-19,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14109.53
2020-02-20,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14275.82
2020-02-21,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14286.10
2020-02-24,S&P China A-Share Dividend Opportunities Index (CHINESE RENMINBI) (TR),14194.65
